original,checked,lemma,path,dictionary,group,actor
bloco de cimento,bloco de cimento,bloco,['./datasets/spread_the_sign/videos/bloco de cimento.mp4'],SpreadTheSign,0,18
bloco operatório,bloco operatório,bloco,['./datasets/spread_the_sign/videos/bloco operatório.mp4'],SpreadTheSign,0,8
blog,blog,blog,['./datasets/spread_the_sign/videos/blog.mp4'],SpreadTheSign,0,68
blogue,blogue,Blogue,['./datasets/spread_the_sign/videos/blogue.mp4'],SpreadTheSign,0,8
bloquear,bloquear,bloquear,['./datasets/acessibilidade_3/videos/bloquearSm_Prog001.mp4'],Acessibilidades3,0,2
bloquear,bloquear,bloquear,['datasets/ufsc/videos/BLOQUEAR.mp4'],UFSC,0,44
bloquear,bloquear,bloquear,['./datasets/acessibilidade_2/videos/bloquear.wmv'],Acessibilidades2,0,1
bloquear,bloquear,bloquear,['./datasets/ufsc_v2/videos/BLOQUEAR.mp4'],UFSC_V2,0,42
bluetooth,bluetooth,bluetooth,['./datasets/ufsc_v2/videos/BLUETOOTH.mp4'],UFSC_V2,0,42
bluetooth,bluetooth,bluetooth,['datasets/ufsc/videos/BLUETOOTH.mp4'],UFSC,0,45
blusa regata,blusa regata,blusa,['datasets/ufsc/videos/BLUSA-REGATA.mp4'],UFSC,0,43
blusa regata,blusa regata,blusa,['./datasets/ufsc_v2/videos/BLUSA-REGATA.mp4'],UFSC_V2,0,42
blush,blush,Blush,['./datasets/spread_the_sign/videos/blush.mp4'],SpreadTheSign,0,12
bmw,bmw,bmw,['./datasets/ufsc_v2/videos/BMW.mp4'],UFSC_V2,0,42
bmw,bmw,bmw,['datasets/ufsc/videos/FS(bmw).mp4'],UFSC,0,43
boa tarde,boa tarde,bom,['./datasets/ufv/videos/01445-Boa-Tarde.mp4'],UFV,0,48
boa tarde,boa tarde,bom,['./datasets/usp/videos/boa_tarde.mp4'],USP,0,47
boa tarde,boa tarde,bom,['./datasets/youtube_v2/videos/Libras - Boa tarde (480p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
boa tarde,boa tarde,bom,['./datasets/youtube_v2/videos/Libras - Boa Tarde (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
boate,boate,boate,['datasets/ufsc/videos/BOATE.mp4'],UFSC,0,43
boate,boate,boate,['./datasets/acessibilidade_2/videos/boate.wmv'],Acessibilidades2,0,1
boate,boate,boate,['./datasets/ufsc_v2/videos/BOATE.mp4'],UFSC_V2,0,42
boate,boate,boate,['./datasets/acessibilidade_3/videos/boateSm_Prog001.mp4'],Acessibilidades3,0,2
boato,boato,boato,['datasets/ufsc/videos/BOATO.mp4'],UFSC,0,43
boato,boato,boato,['./datasets/ufsc_v2/videos/BOATO.mp4'],UFSC_V2,0,42
bobagem,bobagem,bobagem,['datasets/ufsc/videos/BOBAGEM.mp4'],UFSC,0,43
bobagem,bobagem,bobagem,['./datasets/ufsc_v2/videos/BOBAGEM.mp4'],UFSC_V2,0,42
bobagem,bobagem,bobagem,['./datasets/acessibilidade_2/videos/bobagem.wmv'],Acessibilidades2,1,1
bobagem,bobagem,bobagem,['./datasets/acessibilidade_3/videos/bobagemSm_Prog001.mp4'],Acessibilidades3,1,2
bobo,bobo,bobo,['./datasets/spread_the_sign/videos/Bobo.mp4'],SpreadTheSign,0,12
bobo,bobo,bobo,['./datasets/ufsc_v2/videos/BOBO2.mp4'],UFSC_V2,0,42
bobo,bobo,bobo,['./datasets/acessibilidade_2/videos/bobo1.wmv'],Acessibilidades2,1,1
bobo,bobo,bobo,['./datasets/acessibilidade_2/videos/bobo2.wmv'],Acessibilidades2,0,1
bobo,bobo,bobo,['datasets/ufsc/videos/FS(bobo).mp4'],UFSC,0,44
bobo,bobo,bobo,['./datasets/youtube_v2/videos/Libras - Bobo (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
bobo,bobo,bobo,['datasets/ufsc/videos/BOBO.mp4'],UFSC,1,44
bobo,bobo,bobo,['./datasets/acessibilidade_3/videos/bobo1Sm_Prog001.mp4'],Acessibilidades3,1,2
bobo,bobo,bobo,['./datasets/acessibilidade_3/videos/bobo2Sm_Prog001.mp4'],Acessibilidades3,0,2
bobo,bobo,bobo,['./datasets/ufsc_v2/videos/BOBO.mp4'],UFSC_V2,1,42
bode,bode,bode,['./datasets/acessibilidade_3/videos/bodeSm_Prog001.mp4'],Acessibilidades3,0,2
bode,bode,bode,['./datasets/acessibilidade_2/videos/bode.wmv'],Acessibilidades2,0,1
bode,bode,bode,['datasets/ufsc/videos/BODE.mp4'],UFSC,0,43
bode,bode,bode,['./datasets/ufsc_v2/videos/BODE.mp4'],UFSC_V2,0,42
bode,bode,bode,['./datasets/spread_the_sign/videos/bode.mp4'],SpreadTheSign,0,8
bofetada,bofetada,bofetar,['./datasets/acessibilidade_2/videos/bofetada.wmv'],Acessibilidades2,0,1
bofetada,bofetada,bofetar,['./datasets/acessibilidade_3/videos/bofetadaSm_Prog001.mp4'],Acessibilidades3,0,2
boi,boi,boi,['datasets/ufsc/videos/BOI.mp4'],UFSC,0,44
boi,boi,boi,['./datasets/acessibilidade_2/videos/boi.wmv'],Acessibilidades2,0,1
boi,boi,boi,['./datasets/ufsc_v2/videos/BOI.mp4'],UFSC_V2,0,42
boi,boi,boi,['./datasets/spread_the_sign/videos/boi.mp4'],SpreadTheSign,0,8
boi,boi,boi,['./datasets/acessibilidade_3/videos/boiSm_Prog001.mp4'],Acessibilidades3,0,2
boia,bóia,boia,['./datasets/acessibilidade_2/videos/boia2.wmv'],Acessibilidades2,0,1
boia,bóia,boia,['./datasets/acessibilidade_2/videos/boia1.wmv'],Acessibilidades2,1,1
boia,bóia,boia,['./datasets/acessibilidade_3/videos/boia2Sm_Prog001.mp4'],Acessibilidades3,0,2
boia,bóia,boia,['./datasets/acessibilidade_2/videos/boia3.wmv'],Acessibilidades2,2,1
boia,bóia,boia,['./datasets/acessibilidade_3/videos/boia3Sm_Prog001.mp4'],Acessibilidades3,2,2
boia,bóia,boia,['./datasets/spread_the_sign/videos/Boia.mp4'],SpreadTheSign,3,18
boia,bóia,boia,['./datasets/acessibilidade_3/videos/boia1Sm_Prog001.mp4'],Acessibilidades3,1,2
boiar,boiar,boiar,['./datasets/acessibilidade_3/videos/boiarSm_Prog001.mp4'],Acessibilidades3,0,2
boiar,boiar,boiar,['./datasets/acessibilidade_2/videos/boiar.wmv'],Acessibilidades2,0,1
bola de praia,bola de praia,bola,['./datasets/spread_the_sign/videos/bola de praia.mp4'],SpreadTheSign,0,18
bolacha,bolacha,bolacho,['./datasets/spread_the_sign/videos/bolacha.mp4'],SpreadTheSign,0,4
bolacha,bolacha,bolacho,['./datasets/youtube_v2/videos/Libras - Bolacha (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
bolacha,bolacha,bolacho,['./datasets/acessibilidade_2/videos/bolacha.wmv'],Acessibilidades2,0,1
bolacha,bolacha,bolacho,['./datasets/acessibilidade_3/videos/bolachaSm_Prog001.mp4'],Acessibilidades3,0,2
boliche,boliche,Boliche,['./datasets/acessibilidade_2/videos/boliche.wmv'],Acessibilidades2,0,1
boliche,boliche,Boliche,['./datasets/youtube_v2/videos/Libras - Boliche (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
boliche,boliche,Boliche,['./datasets/acessibilidade_3/videos/bolicheSm_Prog001.mp4'],Acessibilidades3,0,2
boliviano,boliviano,boliviano,['./datasets/acessibilidade_3/videos/bolivianoSm_Prog001.mp4'],Acessibilidades3,0,2
boliviano,boliviano,boliviano,['./datasets/acessibilidade_2/videos/boliviano.wmv'],Acessibilidades2,0,1
bolívia,bolívia,bolívia,['datasets/ufsc/videos/BOL%C3%8DVIA.mp4'],UFSC,0,44
bolívia,bolívia,bolívia,['./datasets/ufsc_v2/videos/BOLÍVIA.mp4'],UFSC_V2,0,42
bombar,bombar,bombar,['./datasets/acessibilidade_3/videos/bombar1Sm_Prog001.mp4'],Acessibilidades3,0,2
bombardear,bombardear,bombardear,['./datasets/acessibilidade_2/videos/bombardear.wmv'],Acessibilidades2,0,1
bombeiro,bombeiro,bombeiro,['./datasets/usp/videos/bombeiro.mp4'],USP,0,47
bombeiro,bombeiro,bombeiro,['./datasets/acessibilidade_2/videos/bombeiro.wmv'],Acessibilidades2,0,1
bombeiro,bombeiro,bombeiro,['datasets/ufsc/videos/BOMBEIRO.mp4'],UFSC,1,43
bombeiro,bombeiro,bombeiro,['./datasets/acessibilidade_3/videos/bombeiroSm_Prog001.mp4'],Acessibilidades3,0,2
bombeiro,bombeiro,bombeiro,['./datasets/ufsc_v2/videos/BOMBEIRO.mp4'],UFSC_V2,2,42
bombeiro,bombeiro,bombeiro,['./datasets/ufv/videos/01405-Bombeiro.mp4'],UFV,2,48
bombril,bombril,bombril,['./datasets/acessibilidade_2/videos/bombril.wmv'],Acessibilidades2,0,1
bombril,bombril,bombril,['./datasets/acessibilidade_3/videos/bombrilSm_Prog001.mp4'],Acessibilidades3,0,2
bondade,bondade,bondade,['./datasets/ufsc_v2/videos/BONDADE.mp4'],UFSC_V2,0,42
bondade,bondade,bondade,['datasets/ufsc/videos/BONDADE.mp4'],UFSC,0,43
bone,boné,bone,['./datasets/acessibilidade_2/videos/bone.wmv'],Acessibilidades2,0,1
bone,boné,bone,['./datasets/acessibilidade_3/videos/boneSm_Prog001.mp4'],Acessibilidades3,0,2
bone,boné,bone,['./datasets/ufv/videos/851-bone.mp4'],UFV,0,48
borboleta,borboleta,borboleta,['./datasets/acessibilidade_2/videos/borboleta.wmv'],Acessibilidades2,0,1
borboleta,borboleta,borboleta,['./datasets/ufsc_v2/videos/BORBOLETA.mp4'],UFSC_V2,0,42
borboleta,borboleta,borboleta,['./datasets/acessibilidade_3/videos/borboletaSm_Prog001.mp4'],Acessibilidades3,0,2
borboleta,borboleta,borboleta,['./datasets/spread_the_sign/videos/borboleta.mp4'],SpreadTheSign,0,8
borboleta,borboleta,borboleta,['datasets/ufsc/videos/BORBOLETA.mp4'],UFSC,0,46
borbulhar,borbulhar,borbulhar,['./datasets/acessibilidade_3/videos/borbulharSm_Prog001.mp4'],Acessibilidades3,0,2
borbulhar,borbulhar,borbulhar,['./datasets/acessibilidade_2/videos/borbulhar.wmv'],Acessibilidades2,0,1
bordar,bordar,bordar,['./datasets/acessibilidade_3/videos/bordarSm_Prog001.mp4'],Acessibilidades3,0,2
bordar,bordar,bordar,['./datasets/acessibilidade_2/videos/bordar.wmv'],Acessibilidades2,0,1
bordar,bordar,bordar,['./datasets/spread_the_sign/videos/bordar.mp4'],SpreadTheSign,0,8
bordel,bordel,bordel,['./datasets/spread_the_sign/videos/bordel.mp4'],SpreadTheSign,0,12
borrar,borrar,borrar,['./datasets/acessibilidade_3/videos/borrarSm_Prog001.mp4'],Acessibilidades3,0,2
borrar,borrar,borrar,['./datasets/acessibilidade_2/videos/borrar.wmv'],Acessibilidades2,0,1
borrifador,borrifador,borrifador,['./datasets/spread_the_sign/videos/borrifador.mp4'],SpreadTheSign,0,8
borrifar,borrifar,borrifar,['./datasets/acessibilidade_3/videos/borrifarSm_Prog001.mp4'],Acessibilidades3,0,2
borrifar,borrifar,borrifar,['./datasets/acessibilidade_2/videos/borrifar.wmv'],Acessibilidades2,0,1
borrifo de água,borrifo de água,borrifo,['./datasets/spread_the_sign/videos/borrifo de água.mp4'],SpreadTheSign,0,66
botafogo,botafogo,botafogo,['datasets/ufsc/videos/BOTAFOGO.mp4'],UFSC,0,44
botafogo,botafogo,botafogo,['./datasets/ufsc_v2/videos/BOTAFOGO.mp4'],UFSC_V2,0,42
botao,botão,Botao,['./datasets/acessibilidade_3/videos/botaoSm_Prog001.mp4'],Acessibilidades3,0,2
botao,botão,Botao,['./datasets/acessibilidade_2/videos/botao.wmv'],Acessibilidades2,0,1
botar,botar,botar,['./datasets/acessibilidade_3/videos/botar2Sm_Prog001.mp4'],Acessibilidades3,1,2
botar,botar,botar,['./datasets/acessibilidade_2/videos/botar.wmv'],Acessibilidades2,0,1
botar,botar,botar,['./datasets/acessibilidade_2/videos/botar2.wmv'],Acessibilidades2,1,1
botar,botar,botar,['./datasets/acessibilidade_3/videos/botarSm_Prog001.mp4'],Acessibilidades3,0,2
botas,botas,bota,['./datasets/spread_the_sign/videos/botas.mp4'],SpreadTheSign,0,38
botswana,botswana,botswano,['datasets/ufsc/videos/BOTSWANA.mp4'],UFSC,0,43
botswana,botswana,botswano,['./datasets/ufsc_v2/videos/BOTSWANA.mp4'],UFSC_V2,0,42
botânica,botânica,botânico,['./datasets/spread_the_sign/videos/botânica.mp4'],SpreadTheSign,0,8
botão,botão,botão,['./datasets/spread_the_sign/videos/botão.mp4'],SpreadTheSign,0,4
bouffant,bouffant,bouffant,['./datasets/spread_the_sign/videos/bouffant.mp4'],SpreadTheSign,0,12
boxer,boxer,boxer,['./datasets/spread_the_sign/videos/boxer.mp4'],SpreadTheSign,0,8
bracadeira,braçadeira,Bracadeira,['./datasets/acessibilidade_3/videos/bracadeiraSm_Prog001.mp4'],Acessibilidades3,0,2
bracadeira,braçadeira,Bracadeira,['./datasets/acessibilidade_2/videos/bracadeira.wmv'],Acessibilidades2,0,1
bracelete,bracelete,bracelete,['./datasets/acessibilidade_2/videos/bracelete.wmv'],Acessibilidades2,0,1
bracelete,bracelete,bracelete,['./datasets/acessibilidade_3/videos/braceleteSm_Prog001.mp4'],Acessibilidades3,0,2
braco,braço,braco,['./datasets/acessibilidade_3/videos/bracoSm_Prog001.mp4'],Acessibilidades3,0,2
braco,braço,braco,['./datasets/acessibilidade_2/videos/braco.wmv'],Acessibilidades2,0,1
bradar,bradar,bradar,['./datasets/acessibilidade_3/videos/bradarSm_Prog001.mp4'],Acessibilidades3,0,2
bradar,bradar,bradar,['./datasets/acessibilidade_2/videos/bradar.wmv'],Acessibilidades2,0,1
bradesco,bradesco,bradesco,['datasets/ufsc/videos/BRADESCO2.mp4'],UFSC,1,43
bradesco,bradesco,bradesco,['datasets/ufsc/videos/BRADESCO.mp4'],UFSC,0,43
bradesco,bradesco,bradesco,['./datasets/ufsc_v2/videos/BRADESCO.mp4'],UFSC_V2,0,42
bradesco,bradesco,bradesco,['./datasets/ufsc_v2/videos/BRADESCO2.mp4'],UFSC_V2,1,42
braile,braile,brailer,['./datasets/acessibilidade_3/videos/braileSm_Prog001.mp4'],Acessibilidades3,0,2
brando,brando,brar,['./datasets/acessibilidade_3/videos/brandoSm_Prog001.mp4'],Acessibilidades3,0,2
brando,brando,brar,['./datasets/acessibilidade_2/videos/brando.wmv'],Acessibilidades2,0,1
brasao,brasão,brasao,['./datasets/acessibilidade_3/videos/brasaoSm_Prog001.mp4'],Acessibilidades3,0,2
brasao,brasão,brasao,['./datasets/acessibilidade_2/videos/brasao.wmv'],Acessibilidades2,0,1
brasil,brasil,Brasil,['./datasets/acessibilidade_2/videos/BRASIL.wmv'],Acessibilidades2,0,1
brasil,brasil,Brasil,['./datasets/youtube_v2/videos/Libras - Brasil (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
brasil,brasil,Brasil,['datasets/ufsc/videos/BRASIL.mp4'],UFSC,0,56
brasil,brasil,Brasil,['./datasets/spread_the_sign/videos/Brasil.mp4'],SpreadTheSign,0,4
brasil,brasil,Brasil,['./datasets/ufsc_v2/videos/BRASIL.mp4'],UFSC_V2,0,42
brasileiro,brasileiro,brasileiro,['./datasets/acessibilidade_2/videos/brasileiro.wmv'],Acessibilidades2,0,1
brasileiro,brasileiro,brasileiro,['./datasets/acessibilidade_3/videos/brasileiroSm_Prog001.mp4'],Acessibilidades3,0,2
brasilia,brasília,brasilia,['./datasets/ufv/videos/01012-brasilia.mp4'],UFV,0,48
brasilia,brasília,brasilia,['./datasets/acessibilidade_3/videos/brasiliaSm_Prog001.mp4'],Acessibilidades3,0,2
brasilia,brasília,brasilia,['./datasets/acessibilidade_2/videos/brasilia.wmv'],Acessibilidades2,0,1
brasília,brasília,brasília,['datasets/ufsc/videos/BRAS%C3%8DLIA.mp4'],UFSC,0,45
brasília,brasília,brasília,['./datasets/ufsc_v2/videos/BRASÍLIA.mp4'],UFSC_V2,0,42
brasília,brasília,brasília,['./datasets/youtube_v2/videos/Libras - Brasília (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
braçada,braçada,braçar,['./datasets/spread_the_sign/videos/braçada.mp4'],SpreadTheSign,0,18
braçadeira,braçadeira,braçadeiro,['./datasets/spread_the_sign/videos/braçadeira.mp4'],SpreadTheSign,0,18
brigadeiro,brigadeiro,brigadeiro,['./datasets/acessibilidade_3/videos/brigadeiroSm_Prog001.mp4'],Acessibilidades3,0,2
brigadeiro,brigadeiro,brigadeiro,['./datasets/acessibilidade_2/videos/brigadeiro.wmv'],Acessibilidades2,0,1
brilho,brilho,brilho,['./datasets/acessibilidade_2/videos/brilho.wmv'],Acessibilidades2,0,1
brilho,brilho,brilho,['./datasets/acessibilidade_3/videos/brilhoSm_Prog001.mp4'],Acessibilidades3,0,2
brincadeira,brincadeira,brincadeira,['./datasets/acessibilidade_2/videos/brincadeira.wmv'],Acessibilidades2,0,1
brincadeira,brincadeira,brincadeira,['./datasets/acessibilidade_3/videos/brincadeiraSm_Prog001.mp4'],Acessibilidades3,0,2
brincalhao,brincalhão,brincalhao,['./datasets/acessibilidade_3/videos/brincalhaoSm_Prog001.mp4'],Acessibilidades3,0,2
brincalhao,brincalhão,brincalhao,['./datasets/acessibilidade_2/videos/brincalhao.wmv'],Acessibilidades2,0,1
brincar,brincar,brincar,['./datasets/ufv/videos/01606-Brincar.mp4'],UFV,0,48
brincar,brincar,brincar,['./datasets/acessibilidade_3/videos/brincarSm_Prog001.mp4'],Acessibilidades3,0,2
brincar,brincar,brincar,['./datasets/ufsc_v2/videos/BRINCAR.mp4'],UFSC_V2,0,42
brincar,brincar,brincar,['./datasets/acessibilidade_2/videos/brincar.wmv'],Acessibilidades2,0,1
brincar,brincar,brincar,['datasets/ufsc/videos/BRINCAR.mp4'],UFSC,0,56
brincar,brincar,brincar,['./datasets/youtube_v2/videos/Libras - Brincar (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
brinco,brinco,brinco,['./datasets/ufv/videos/852-brinco.mp4'],UFV,0,48
brinco,brinco,brinco,['./datasets/acessibilidade_2/videos/brinco.wmv'],Acessibilidades2,0,1
brinco,brinco,brinco,['./datasets/ufsc_v2/videos/BRINCO.mp4'],UFSC_V2,0,42
brinco,brinco,brinco,['./datasets/youtube_v2/videos/Libras - Brinco (480p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,51
brinco,brinco,brinco,['./datasets/spread_the_sign/videos/brinco.mp4'],SpreadTheSign,0,18
brinco,brinco,brinco,['datasets/ufsc/videos/BRINCO.mp4'],UFSC,0,45
brinco,brinco,brinco,['./datasets/acessibilidade_3/videos/brincoSm_Prog001.mp4'],Acessibilidades3,0,2
brisa,brisa,brisar,['./datasets/spread_the_sign/videos/brisa.mp4'],SpreadTheSign,0,8
brochura,brochura,brochuro,['./datasets/acessibilidade_2/videos/brochura.wmv'],Acessibilidades2,0,1
brochura,brochura,brochuro,['./datasets/acessibilidade_3/videos/brochuraSm_Prog001.mp4'],Acessibilidades3,0,2
bronca,bronca,bronca,['./datasets/acessibilidade_3/videos/broncaSm_Prog001.mp4'],Acessibilidades3,0,2
bronca,bronca,bronca,['./datasets/acessibilidade_2/videos/bronca.wmv'],Acessibilidades2,0,1
bronzeado,bronzeado,bronzear,['./datasets/acessibilidade_3/videos/bronzeadoSm_Prog001.mp4'],Acessibilidades3,0,2
bronzeado,bronzeado,bronzear,['./datasets/acessibilidade_2/videos/bronzeado.wmv'],Acessibilidades2,0,1
bronzeado,bronzeado,bronzear,['./datasets/spread_the_sign/videos/Bronzeado.mp4'],SpreadTheSign,1,24
bronzeador,bronzeador,bronzeador,['./datasets/acessibilidade_3/videos/bronzeadorSm_Prog001.mp4'],Acessibilidades3,0,2
bronzeador,bronzeador,bronzeador,['./datasets/acessibilidade_2/videos/bronzeador.wmv'],Acessibilidades2,0,1
bronzear,bronzear,bronzear,['./datasets/acessibilidade_3/videos/bronzearSm_Prog001.mp4'],Acessibilidades3,0,2
bronzear,bronzear,bronzear,['./datasets/acessibilidade_2/videos/bronzear.wmv'],Acessibilidades2,0,1
brotar,brotar,brotar,['./datasets/spread_the_sign/videos/brotar.mp4'],SpreadTheSign,0,8
brotar,brotar,brotar,['./datasets/acessibilidade_3/videos/brotarSm_Prog001.mp4'],Acessibilidades3,0,2
brotar,brotar,brotar,['./datasets/acessibilidade_2/videos/brotar.wmv'],Acessibilidades2,0,1
bruto,bruto,bruto,['./datasets/spread_the_sign/videos/bruto.mp4'],SpreadTheSign,0,18
bruto,bruto,bruto,['./datasets/acessibilidade_3/videos/brutoSm_Prog001.mp4'],Acessibilidades3,0,2
bruto,bruto,bruto,['./datasets/acessibilidade_2/videos/bruto.wmv'],Acessibilidades2,0,1
bruxa,bruxa,bruxa,['./datasets/spread_the_sign/videos/bruxa.mp4'],SpreadTheSign,0,8
bruxa,bruxa,bruxa,['./datasets/acessibilidade_3/videos/bruxaSm_Prog001.mp4'],Acessibilidades3,0,2
bruxa,bruxa,bruxa,['./datasets/acessibilidade_2/videos/bruxa.wmv'],Acessibilidades2,0,1
bruxismo,bruxismo,bruxismo,['./datasets/acessibilidade_3/videos/bruxismoSm_Prog001.mp4'],Acessibilidades3,0,2
bruxismo,bruxismo,bruxismo,['./datasets/acessibilidade_2/videos/bruxismo.wmv'],Acessibilidades2,0,1
bucha,bucha,bucha,['./datasets/acessibilidade_3/videos/buchaSm_Prog001.mp4'],Acessibilidades3,0,2
bucha,bucha,bucha,['./datasets/acessibilidade_2/videos/bucha.wmv'],Acessibilidades2,0,1
bufalo,búfalo,bufalo,['./datasets/acessibilidade_2/videos/bufalo.wmv'],Acessibilidades2,0,1
bufalo,búfalo,bufalo,['./datasets/acessibilidade_3/videos/bufaloSm_Prog001.mp4'],Acessibilidades3,0,2
bufar,bufar,bufar,['./datasets/acessibilidade_3/videos/bufarSm_Prog001.mp4'],Acessibilidades3,0,2
bufar,bufar,bufar,['./datasets/acessibilidade_2/videos/bufar.wmv'],Acessibilidades2,0,1
buffet,buffet,buffetr,['./datasets/spread_the_sign/videos/buffet.mp4'],SpreadTheSign,0,12
bule,bule,bule,['./datasets/spread_the_sign/videos/bule.mp4'],SpreadTheSign,0,12
bulgária,bulgária,bulgária,['datasets/ufsc/videos/BULG%C3%81RIA.mp4'],UFSC,0,45
bulgária,bulgária,bulgária,['./datasets/ufsc_v2/videos/BULGÁRIA.mp4'],UFSC_V2,0,42
bulimia,bulimia,Bulimia,['./datasets/spread_the_sign/videos/bulimia.mp4'],SpreadTheSign,0,8
bumerangue,bumerangue,bumerangar,['./datasets/acessibilidade_3/videos/bumerangueSm_Prog001.mp4'],Acessibilidades3,0,2
bumerangue,bumerangue,bumerangar,['./datasets/acessibilidade_2/videos/bumerangue.wmv'],Acessibilidades2,0,1
buque,buque,buque,['./datasets/acessibilidade_2/videos/buque.wmv'],Acessibilidades2,0,1
buque,buque,buque,['./datasets/acessibilidade_3/videos/buqueSm_Prog001.mp4'],Acessibilidades3,0,2
buraco,buraco,buraco,['./datasets/acessibilidade_3/videos/buraco1Sm_Prog001.mp4'],Acessibilidades3,0,2
buraco,buraco,buraco,['./datasets/acessibilidade_3/videos/buracoSm_Prog001.mp4'],Acessibilidades3,1,2
buraco,buraco,buraco,['./datasets/acessibilidade_2/videos/buraco.wmv'],Acessibilidades2,1,1
buraco,buraco,buraco,['./datasets/acessibilidade_2/videos/buraco1.wmv'],Acessibilidades2,0,1
burundi,burundi,burundi,['datasets/ufsc/videos/BURUNDI.mp4'],UFSC,0,43
burundi,burundi,burundi,['./datasets/ufsc_v2/videos/BURUNDI.mp4'],UFSC_V2,0,42
buscar,buscar,buscar,['./datasets/acessibilidade_3/videos/buscarSm_Prog001.mp4'],Acessibilidades3,0,2
buscar,buscar,buscar,['./datasets/acessibilidade_2/videos/buscar.wmv'],Acessibilidades2,0,1
bussola,bússola,bussolo,['./datasets/acessibilidade_2/videos/bussola.wmv'],Acessibilidades2,0,1
bussola,bússola,bussolo,['./datasets/acessibilidade_3/videos/bussolaSm_Prog001.mp4'],Acessibilidades3,0,2
buzina,buzina,Buzina,['./datasets/spread_the_sign/videos/buzina.mp4'],SpreadTheSign,0,8
buzinar,buzinar,buzinar,['./datasets/acessibilidade_3/videos/buzinarSm_Prog001.mp4'],Acessibilidades3,0,2
buzinar,buzinar,buzinar,['./datasets/acessibilidade_2/videos/buzinar.wmv'],Acessibilidades2,0,1
básico,básico,básico,['./datasets/ufsc_v2/videos/BÁSICO.mp4'],UFSC_V2,0,42
básico,básico,básico,['datasets/ufsc/videos/B%C3%81SICO.mp4'],UFSC,0,45
bélgica,bélgica,bélgico,['datasets/ufsc/videos/B%C3%89LGICA.mp4'],UFSC,0,43
bélgica,bélgica,bélgico,['./datasets/ufsc_v2/videos/BÉLGICA.mp4'],UFSC_V2,0,42
bíblia,bíblia,bíblia,['./datasets/ufsc_v2/videos/BÍBLIA.mp4'],UFSC_V2,0,42
bíblia,bíblia,bíblia,['datasets/ufsc/videos/B%C3%8DBLIA.mp4'],UFSC,0,43
