original,checked,lemma,path,dictionary
arquivar,arquivar,arquivar,['./datasets/acessibilidade_2/videos/arquivar.wmv'],Acessibilidades2
escola,escola,Escola,['./datasets/acessibilidade_2/videos/escola.wmv'],Acessibilidades2
toque,toque,toque,['./datasets/acessibilidade_2/videos/toque.wmv'],Acessibilidades2
coxinha de galinha,coxinha de galinha,coxinha,['./datasets/acessibilidade_2/videos/coxinha_de_galinha.wmv'],Acessibilidades2
apice,ápice,apice,['./datasets/acessibilidade_2/videos/apice.wmv'],Acessibilidades2
selvagem,selvagem,selvagem,['./datasets/acessibilidade_2/videos/selvagem.wmv'],Acessibilidades2
refrescar,refrescar,refrescar,['./datasets/acessibilidade_2/videos/refrescar.wmv'],Acessibilidades2
prosseguir,prosseguir,prosseguir,['./datasets/acessibilidade_2/videos/prosseguir.wmv'],Acessibilidades2
duelo,duelo,duelo,['./datasets/acessibilidade_2/videos/duelo.wmv'],Acessibilidades2
oceano,oceano,oceano,['./datasets/acessibilidade_2/videos/oceano.wmv'],Acessibilidades2
astuto,astuto,astuto,['./datasets/acessibilidade_2/videos/astuto.wmv'],Acessibilidades2
explicar,explicar,explicar,['./datasets/acessibilidade_2/videos/explicar.wmv'],Acessibilidades2
comemoracao,comemoração,comemoracao,['./datasets/acessibilidade_2/videos/comemoracao.wmv'],Acessibilidades2
cobrar,cobrar,cobrar,"['./datasets/acessibilidade_2/videos/cobrar2.wmv', './datasets/acessibilidade_2/videos/cobrar1.wmv']",Acessibilidades2
desafiar,desafiar,desafiar,['./datasets/acessibilidade_2/videos/desafiar.wmv'],Acessibilidades2
notavel,notável,notavel,['./datasets/acessibilidade_2/videos/notavel.wmv'],Acessibilidades2
envenenar,envenenar,envenenar,['./datasets/acessibilidade_2/videos/envenenar.wmv'],Acessibilidades2
bucha,bucha,bucha,['./datasets/acessibilidade_2/videos/bucha.wmv'],Acessibilidades2
barra,barra,barra,"['./datasets/acessibilidade_2/videos/barra2.wmv', './datasets/acessibilidade_2/videos/barra1.wmv']",Acessibilidades2
vinte,vinte,vinte,['./datasets/acessibilidade_2/videos/vinte.wmv'],Acessibilidades2
inflacao,inflação,inflacao,['./datasets/acessibilidade_2/videos/inflacao.wmv'],Acessibilidades2
legitimar,legitimar,legitimar,['./datasets/acessibilidade_2/videos/legitimar.wmv'],Acessibilidades2
barca,barca,Barca,['./datasets/acessibilidade_2/videos/barca.wmv'],Acessibilidades2
agricultura,agricultura,agricultura,['./datasets/acessibilidade_2/videos/agricultura.wmv'],Acessibilidades2
canario,canário,canario,['./datasets/acessibilidade_2/videos/canario.wmv'],Acessibilidades2
monitor,monitor,monitor,"['./datasets/acessibilidade_2/videos/monitor1.wmv', './datasets/acessibilidade_2/videos/monitor2.wmv']",Acessibilidades2
nu,nú,nu,['./datasets/acessibilidade_2/videos/nu.wmv'],Acessibilidades2
encrenca,encrenca,encrenca,['./datasets/acessibilidade_2/videos/encrenca.wmv'],Acessibilidades2
construir,construir,construir,['./datasets/acessibilidade_2/videos/construir.wmv'],Acessibilidades2
desinibido,desinibido,desinibir,['./datasets/acessibilidade_2/videos/desinibido.wmv'],Acessibilidades2
marionete,marionete,marionete,['./datasets/acessibilidade_2/videos/marionete.wmv'],Acessibilidades2
besouro,besouro,besouro,['./datasets/acessibilidade_2/videos/besouro.wmv'],Acessibilidades2
banca de jornal,banca de jornal,banca,['./datasets/acessibilidade_2/videos/banca_de_jornal.wmv'],Acessibilidades2
auxilio,auxilio,Auxilio,['./datasets/acessibilidade_2/videos/auxilio.wmv'],Acessibilidades2
dinheiro,dinheiro,dinheiro,['./datasets/acessibilidade_2/videos/dinheiro.wmv'],Acessibilidades2
coar,coar,coar,['./datasets/acessibilidade_2/videos/coar.wmv'],Acessibilidades2
tatuagem,tatuagem,tatuagem,['./datasets/acessibilidade_2/videos/tatuagem.wmv'],Acessibilidades2
ousadia,ousadia,ousadia,['./datasets/acessibilidade_2/videos/ousadia.wmv'],Acessibilidades2
por acaso,por acaso,por,['./datasets/acessibilidade_2/videos/por_acaso.wmv'],Acessibilidades2
pais,pais,pai,['./datasets/acessibilidade_2/videos/pais.wmv'],Acessibilidades2
denticao,dentição,denticao,['./datasets/acessibilidade_2/videos/denticao.wmv'],Acessibilidades2
estrada,estrada,estrada,['./datasets/acessibilidade_2/videos/estrada.wmv'],Acessibilidades2
bispo,bispo,Bispo,['./datasets/acessibilidade_2/videos/bispo1.wmv'],Acessibilidades2
amputar,amputar,amputar,['./datasets/acessibilidade_2/videos/amputar.wmv'],Acessibilidades2
pilula,pílula,pilular,['./datasets/acessibilidade_2/videos/pilula.wmv'],Acessibilidades2
terremoto,terremoto,terremoto,['./datasets/acessibilidade_2/videos/terremoto.wmv'],Acessibilidades2
enviuvar,enviuvar,enviuvar,['./datasets/acessibilidade_2/videos/enviuvar.wmv'],Acessibilidades2
cigarro,cigarro,cigarro,['./datasets/acessibilidade_2/videos/cigarro.wmv'],Acessibilidades2
terra,terra,terra,"['./datasets/acessibilidade_2/videos/terra2.wmv', './datasets/acessibilidade_2/videos/terra1.wmv']",Acessibilidades2
banheira,banheira,Banheira,['./datasets/acessibilidade_2/videos/banheira.wmv'],Acessibilidades2
delatar,delatar,delatar,['./datasets/acessibilidade_2/videos/delatar.wmv'],Acessibilidades2
decolar,decolar,decolar,['./datasets/acessibilidade_2/videos/decolar.wmv'],Acessibilidades2
caveira,caveira,caveira,['./datasets/acessibilidade_2/videos/caveira.wmv'],Acessibilidades2
churrascaria,churrascaria,churrascaria,['./datasets/acessibilidade_2/videos/churrascaria.wmv'],Acessibilidades2
camuflar,camuflar,camuflar,['./datasets/acessibilidade_2/videos/camuflar.wmv'],Acessibilidades2
prejudicar,prejudicar,prejudicar,['./datasets/acessibilidade_2/videos/prejudicar.wmv'],Acessibilidades2
abdomen,abdômen,abdomen,['./datasets/acessibilidade_2/videos/abdomen.wmv'],Acessibilidades2
mostrar,mostrar,mostrar,"['./datasets/acessibilidade_2/videos/mostrar1.wmv', './datasets/acessibilidade_2/videos/mostrar2.wmv']",Acessibilidades2
alastrar,alastrar,alastrar,['./datasets/acessibilidade_2/videos/alastrar.wmv'],Acessibilidades2
avancar,avançar,avancar,"['./datasets/acessibilidade_2/videos/avancar2.wmv', './datasets/acessibilidade_2/videos/avancar1.wmv']",Acessibilidades2
fiscalizar,fiscalizar,fiscalizar,['./datasets/acessibilidade_2/videos/fiscalizar.wmv'],Acessibilidades2
hemorragia,hemorragia,hemorragia,['./datasets/acessibilidade_2/videos/hemorragia.wmv'],Acessibilidades2
jeito,jeito,jeito,"['./datasets/acessibilidade_2/videos/jeito2.wmv', './datasets/acessibilidade_2/videos/jeito1.wmv']",Acessibilidades2
devagar,devagar,devagar,['./datasets/acessibilidade_2/videos/devagar.wmv'],Acessibilidades2
antilhas,antilhas,antilha,['./datasets/acessibilidade_2/videos/antilhas.wmv'],Acessibilidades2
mendigo,mendigo,mendigo,['./datasets/acessibilidade_2/videos/mendigo.wmv'],Acessibilidades2
imagem,imagem,imagem,['./datasets/acessibilidade_2/videos/imagem.wmv'],Acessibilidades2
vitamina,vitamina,vitamina,['./datasets/acessibilidade_2/videos/vitamina.wmv'],Acessibilidades2
posterior,posterior,posterior,['./datasets/acessibilidade_2/videos/posterior.wmv'],Acessibilidades2
molhar,molhar,molhar,['./datasets/acessibilidade_2/videos/molhar.wmv'],Acessibilidades2
cirurgia,cirurgia,cirurgia,['./datasets/acessibilidade_2/videos/cirurgia.wmv'],Acessibilidades2
laticinios,laticínios,laticinio,['./datasets/acessibilidade_2/videos/laticinios.wmv'],Acessibilidades2
coma,coma,comar,['./datasets/acessibilidade_2/videos/coma.wmv'],Acessibilidades2
noturno,noturno,noturno,['./datasets/acessibilidade_2/videos/noturno.wmv'],Acessibilidades2
oca,oca,oca,['./datasets/acessibilidade_2/videos/oca.wmv'],Acessibilidades2
farto,farto,farto,"['./datasets/acessibilidade_2/videos/farto2.wmv', './datasets/acessibilidade_2/videos/farto.wmv']",Acessibilidades2
zebra,zebra,zebrar,['./datasets/acessibilidade_2/videos/zebra.wmv'],Acessibilidades2
estado,estado,estar,['./datasets/acessibilidade_2/videos/estado.wmv'],Acessibilidades2
reservado,reservado,reservar,['./datasets/acessibilidade_2/videos/reservado.wmv'],Acessibilidades2
radio,radio,radio,['./datasets/acessibilidade_2/videos/radio.wmv'],Acessibilidades2
dentro,dentro,dentro,"['./datasets/acessibilidade_2/videos/dentro.wmv', './datasets/acessibilidade_2/videos/dentro2.wmv', './datasets/acessibilidade_2/videos/dentro3.wmv']",Acessibilidades2
todo dia,todo dia,todo,['./datasets/acessibilidade_2/videos/todo_dia.wmv'],Acessibilidades2
vasculhar,vasculhar,vasculhar,['./datasets/acessibilidade_2/videos/vasculhar.wmv'],Acessibilidades2
vira lata,vira lata,vira,['./datasets/acessibilidade_2/videos/vira-lata.wmv'],Acessibilidades2
descamar,descamar,descamar,['./datasets/acessibilidade_2/videos/descamar.wmv'],Acessibilidades2
desconfiar,desconfiar,desconfiar,['./datasets/acessibilidade_2/videos/desconfiar.wmv'],Acessibilidades2
hoje,hoje,hoje,"['./datasets/acessibilidade_2/videos/hoje2.wmv', './datasets/acessibilidade_2/videos/hoje.wmv']",Acessibilidades2
pinga,pinga,pingar,['./datasets/acessibilidade_2/videos/pinga.wmv'],Acessibilidades2
antena,antena,anteno,"['./datasets/acessibilidade_2/videos/antena1.wmv', './datasets/acessibilidade_2/videos/antena2.wmv', './datasets/acessibilidade_2/videos/antena3.wmv']",Acessibilidades2
assistente,assistente,assistente,['./datasets/acessibilidade_2/videos/assistente.wmv'],Acessibilidades2
cabelo,cabelo,cabelo,['./datasets/acessibilidade_2/videos/cabelo.wmv'],Acessibilidades2
bombom,bombom,bombom,['./datasets/acessibilidade_2/videos/bombom.wmv'],Acessibilidades2
veiculo,veiculo,veiculo,['./datasets/acessibilidade_2/videos/veiculo.wmv'],Acessibilidades2
voluvel,volúvel,voluvel,['./datasets/acessibilidade_2/videos/voluvel.wmv'],Acessibilidades2
enfraquecer,enfraquecer,enfraquecer,['./datasets/acessibilidade_2/videos/enfraquecer.wmv'],Acessibilidades2
quatro,quatro,quatro,['./datasets/acessibilidade_2/videos/quatro.wmv'],Acessibilidades2
aceso,aceso,aceso,['./datasets/acessibilidade_2/videos/aceso.wmv'],Acessibilidades2
engracado,engraçado,engracar,['./datasets/acessibilidade_2/videos/engracado.wmv'],Acessibilidades2
real,real,Real,"['./datasets/acessibilidade_2/videos/real1.wmv', './datasets/acessibilidade_2/videos/real2.wmv']",Acessibilidades2
coquetel,coquetel,coquetel,['./datasets/acessibilidade_2/videos/coquetel.wmv'],Acessibilidades2
sete,sete,sete,['./datasets/acessibilidade_2/videos/sete.wmv'],Acessibilidades2
solido,sólido,soler,['./datasets/acessibilidade_2/videos/solido.wmv'],Acessibilidades2
tribo,tribo,tribo,['./datasets/acessibilidade_2/videos/tribo.wmv'],Acessibilidades2
inicio,inicio,inicio,['./datasets/acessibilidade_2/videos/inicio.wmv'],Acessibilidades2
estranhar,estranhar,estranhar,['./datasets/acessibilidade_2/videos/estranhar.wmv'],Acessibilidades2
pascoa,páscoa,pascoa,['./datasets/acessibilidade_2/videos/pascoa.wmv'],Acessibilidades2
pinta,pinta,pintar,['./datasets/acessibilidade_2/videos/pinta.wmv'],Acessibilidades2
enterro,enterro,enterro,['./datasets/acessibilidade_2/videos/enterro.wmv'],Acessibilidades2
leitura,leitura,leitura,['./datasets/acessibilidade_2/videos/leitura.wmv'],Acessibilidades2
caneca,caneca,canecar,['./datasets/acessibilidade_2/videos/caneca.wmv'],Acessibilidades2
perder,perder,perder,['./datasets/acessibilidade_2/videos/perder.wmv'],Acessibilidades2
encoberto,encoberto,encoberto,['./datasets/acessibilidade_2/videos/encoberto.wmv'],Acessibilidades2
logo,logo,logo,"['./datasets/acessibilidade_2/videos/logo1.wmv', './datasets/acessibilidade_2/videos/logo2.wmv']",Acessibilidades2
bordar,bordar,bordar,['./datasets/acessibilidade_2/videos/bordar.wmv'],Acessibilidades2
talento,talento,talento,['./datasets/acessibilidade_2/videos/talento.wmv'],Acessibilidades2
pecar,pecar,pecar,['./datasets/acessibilidade_2/videos/pecar.wmv'],Acessibilidades2
pobre,pobre,pobre,['./datasets/acessibilidade_2/videos/pobre.wmv'],Acessibilidades2
representar,representar,representar,['./datasets/acessibilidade_2/videos/representar.wmv'],Acessibilidades2
murchar,murchar,murchar,['./datasets/acessibilidade_2/videos/murchar.wmv'],Acessibilidades2
cagar,cagar,cagar,['./datasets/acessibilidade_2/videos/cagar.wmv'],Acessibilidades2
sala de tv,sala de tv,sala,['./datasets/acessibilidade_2/videos/sala-de-tv.wmv'],Acessibilidades2
guidom,guidom,guidom,['./datasets/acessibilidade_2/videos/guidom.wmv'],Acessibilidades2
caneta,caneta,caneta,['./datasets/acessibilidade_2/videos/caneta.wmv'],Acessibilidades2
surrar,surrar,surrar,['./datasets/acessibilidade_2/videos/surrar.wmv'],Acessibilidades2
dormir,dormir,dormir,['./datasets/acessibilidade_2/videos/dormir2.wmv'],Acessibilidades2
comercial,comercial,comercial,['./datasets/acessibilidade_2/videos/comercial.wmv'],Acessibilidades2
tradicao,tradição,tradicao,['./datasets/acessibilidade_2/videos/tradicao.wmv'],Acessibilidades2
abastado,abastado,abastar,['./datasets/acessibilidade_2/videos/abastado.wmv'],Acessibilidades2
caber nao,caber não,caber,['./datasets/acessibilidade_2/videos/caber_nao.wmv'],Acessibilidades2
preto,preto,preto,"['./datasets/acessibilidade_2/videos/preto2.wmv', './datasets/acessibilidade_2/videos/preto1.wmv']",Acessibilidades2
padre,padre,padre,['./datasets/acessibilidade_2/videos/padre.wmv'],Acessibilidades2
rifle,rifle,rifle,['./datasets/acessibilidade_2/videos/rifle.wmv'],Acessibilidades2
uncao,unção,uncao,['./datasets/acessibilidade_2/videos/uncao.wmv'],Acessibilidades2
quilometro,quilômetro,quilometro,['./datasets/acessibilidade_2/videos/quilometro.wmv'],Acessibilidades2
ofendido,ofendido,ofender,['./datasets/acessibilidade_2/videos/ofendido.wmv'],Acessibilidades2
generoso,generoso,generoso,['./datasets/acessibilidade_2/videos/generoso.wmv'],Acessibilidades2
basta,basta,bastar,['./datasets/acessibilidade_2/videos/basta.wmv'],Acessibilidades2
mas,mas,mas,"['./datasets/acessibilidade_2/videos/mas2.wmv', './datasets/acessibilidade_2/videos/mas1.wmv']",Acessibilidades2
implorar,implorar,implorar,['./datasets/acessibilidade_2/videos/implorar.wmv'],Acessibilidades2
tomara que caia,tomara que caia,tomaro,['./datasets/acessibilidade_2/videos/tomara_que_caia.wmv'],Acessibilidades2
cotovelo,cotovelo,cotovor o,"['./datasets/acessibilidade_2/videos/cotovelo.wmv', './datasets/acessibilidade_2/videos/cotovelo2.wmv']",Acessibilidades2
decepar,decepar,decepar,['./datasets/acessibilidade_2/videos/decepar.wmv'],Acessibilidades2
opaco,opaco,opaco,['./datasets/acessibilidade_2/videos/opaco.wmv'],Acessibilidades2
z,z,z,['./datasets/acessibilidade_2/videos/z.wmv'],Acessibilidades2
rato,rato,rato,['./datasets/acessibilidade_2/videos/rato.wmv'],Acessibilidades2
municipio,município,municipio,['./datasets/acessibilidade_2/videos/municipio.wmv'],Acessibilidades2
naufragar,naufragar,naufragar,['./datasets/acessibilidade_2/videos/naufragar.wmv'],Acessibilidades2
espionar,espionar,espionar,['./datasets/acessibilidade_2/videos/espionar.wmv'],Acessibilidades2
transito,transito,transito,['./datasets/acessibilidade_2/videos/transito.wmv'],Acessibilidades2
tosa,tosa,toso,['./datasets/acessibilidade_2/videos/tosa.wmv'],Acessibilidades2
fazer,fazer,fazer,['./datasets/acessibilidade_2/videos/fazer.wmv'],Acessibilidades2
obedecer,obedecer,obedecer,['./datasets/acessibilidade_2/videos/obedecer.wmv'],Acessibilidades2
feminino,feminino,feminino,['./datasets/acessibilidade_2/videos/feminino.wmv'],Acessibilidades2
quebrado,quebrado,quebrar,['./datasets/acessibilidade_2/videos/quebrado.wmv'],Acessibilidades2
embriagado,embriagado,embriagar,['./datasets/acessibilidade_2/videos/embriagado.wmv'],Acessibilidades2
latido,latido,later,['./datasets/acessibilidade_2/videos/latido.wmv'],Acessibilidades2
arrogante,arrogante,arrogante,['./datasets/acessibilidade_2/videos/arrogante.wmv'],Acessibilidades2
moinho,moinho,moinho,['./datasets/acessibilidade_2/videos/moinho.wmv'],Acessibilidades2
usado,usado,usar,['./datasets/acessibilidade_2/videos/usado.wmv'],Acessibilidades2
cara feia,cara feia,cara,"['./datasets/acessibilidade_2/videos/cara-feia2.wmv', './datasets/acessibilidade_2/videos/cara-feia.wmv']",Acessibilidades2
trabalhar,trabalhar,trabalhar,['./datasets/acessibilidade_2/videos/trabalhar.wmv'],Acessibilidades2
erguer,erguer,erguer,"['./datasets/acessibilidade_2/videos/erguer3.wmv', './datasets/acessibilidade_2/videos/erguer1.wmv', './datasets/acessibilidade_2/videos/erguer2.wmv']",Acessibilidades2
alertar,alertar,alertar,"['./datasets/acessibilidade_2/videos/alertar2.wmv', './datasets/acessibilidade_2/videos/alertar1.wmv']",Acessibilidades2
helicoptero,helicóptero,helicopterar,['./datasets/acessibilidade_2/videos/helicoptero.wmv'],Acessibilidades2
dado,dado,dar,['./datasets/acessibilidade_2/videos/dado.wmv'],Acessibilidades2
granada,granada,granar,['./datasets/acessibilidade_2/videos/granada.wmv'],Acessibilidades2
carteira de bolso,carteira de bolso,carteira,"['./datasets/acessibilidade_2/videos/carteira-de-bolso2.wmv', './datasets/acessibilidade_2/videos/carteira-de-bolso1.wmv']",Acessibilidades2
nivel,nível,nivel,['./datasets/acessibilidade_2/videos/nivel.wmv'],Acessibilidades2
baixar,baixar,baixar,['./datasets/acessibilidade_2/videos/baixar.wmv'],Acessibilidades2
defronte de,defronte de,defronte,['./datasets/acessibilidade_2/videos/defronte-de.wmv'],Acessibilidades2
tragar,tragar,tragar,"['./datasets/acessibilidade_2/videos/tragar2.wmv', './datasets/acessibilidade_2/videos/tragar1.wmv']",Acessibilidades2
tolerar,tolerar,tolerar,['./datasets/acessibilidade_2/videos/tolerar.wmv'],Acessibilidades2
historia,historia,historio,['./datasets/acessibilidade_2/videos/historia.wmv'],Acessibilidades2
dolar,dólar,dolar,['./datasets/acessibilidade_2/videos/dolar.wmv'],Acessibilidades2
enfermeiro,enfermeiro,enfermeiro,['./datasets/acessibilidade_2/videos/enfermeiro.wmv'],Acessibilidades2
femur,fêmur,femur,['./datasets/acessibilidade_2/videos/femur.wmv'],Acessibilidades2
confusao,confusão,confusao,"['./datasets/acessibilidade_2/videos/confusao2.wmv', './datasets/acessibilidade_2/videos/confusao1.wmv']",Acessibilidades2
povo,povo,povo,['./datasets/acessibilidade_2/videos/povo.wmv'],Acessibilidades2
conseguir,conseguir,conseguir,['./datasets/acessibilidade_2/videos/conseguir.wmv'],Acessibilidades2
problema,problema,problema,['./datasets/acessibilidade_2/videos/problema.wmv'],Acessibilidades2
possibilidade,possibilidade,possibilidade,['./datasets/acessibilidade_2/videos/possibilidade.wmv'],Acessibilidades2
lapis de cor,lápis de cor,lapis,['./datasets/acessibilidade_2/videos/lapis de cor.wmv'],Acessibilidades2
transcrever,transcrever,transcrever,['./datasets/acessibilidade_2/videos/transcrever.wmv'],Acessibilidades2
socio,sócio,socio,['./datasets/acessibilidade_2/videos/socio.wmv'],Acessibilidades2
inventar,inventar,inventar,['./datasets/acessibilidade_2/videos/inventar.wmv'],Acessibilidades2
validade,validade,validade,['./datasets/acessibilidade_2/videos/validade.wmv'],Acessibilidades2
rapto,rapto,rapto,['./datasets/acessibilidade_2/videos/rapto.wmv'],Acessibilidades2
sanfona,sanfona,sanfonar,['./datasets/acessibilidade_2/videos/sanfona.wmv'],Acessibilidades2
