name,checked,lemma,path,dictionary,Link,Instituicao
povo,povo,povo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1364-povo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1364-povo.mp4,UFV
radio,radio,radio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01148-radio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01148-radio.mp4,UFV
acostumado,acostumado,acostumar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01561-Acostumado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01561-Acostumado.mp4,UFV
cuba,cuba,cuba,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01018-cuba.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01018-cuba.mp4,UFV
adulto,adulto,adulto,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/889-adulto.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/889-adulto.mp4,UFV
equador,equador,equador,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01023-equador.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01023-equador.mp4,UFV
economizar,economizar,economizar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01653-economizar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01653-economizar.mp4,UFV
acumular,acumular,acumular,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01564-Acumular.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01564-Acumular.mp4,UFV
quarta,quarta,quarto,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/755-quarta.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/755-quarta.mp4,UFV
confirmar,confirmar,confirmar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/confirmar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/confirmar.mp4,UFV
tio,tio,tio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00934-tio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00934-tio.mp4,UFV
pasta de dente,pasta de dente,pasta,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00944-pasta-de-dente.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00944-pasta-de-dente.mp4,UFV
memorizar,memorizar,memorizar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01698-memorizar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01698-memorizar.mp4,UFV
adivinhar,adivinhar,adivinhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01568-Adivinhar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01568-Adivinhar.mp4,UFV
jet ski,jet ski,jet,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01541-Jet-ski.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01541-Jet-ski.mp4,UFV
levar,levar,levar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01690-levar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01690-levar.mp4,UFV
patins,patins,patim,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00982-patins.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00982-patins.mp4,UFV
palito de dente,palito de dente,palito,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01488-Palito-de-dente.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01488-Palito-de-dente.mp4,UFV
dado,dado,dar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00970-dado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00970-dado.mp4,UFV
escolher,escolher,escolher,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01658-escolher.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01658-escolher.mp4,UFV
aumentar,aumentar,aumentar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01598-Aumentar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01598-Aumentar.mp4,UFV
bateria,bateria,bateria,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00950-bateria.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00950-bateria.mp4,UFV
bombom,bombom,bombom,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/bombom.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bombom.mp4,UFV
lucro,lucro,lucro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1191-lucro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1191-lucro.mp4,UFV
blusa,blusa,blusar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/846-blusa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/846-blusa.mp4,UFV
chegar,chegar,chegar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01610-Chegar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01610-Chegar.mp4,UFV
novembro,novembro,novembro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01527-Novembro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01527-Novembro.mp4,UFV
palestra,palestra,palestro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/474-palestra.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/474-palestra.mp4,UFV
destruir,destruir,destruir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01642-destruir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01642-destruir.mp4,UFV
engenheiro,engenheiro,engenheiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01414-Engenheiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01414-Engenheiro.mp4,UFV
volei,vôlei,volei,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00990-volei.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00990-volei.mp4,UFV
achocolatado,achocolatado,achocolatar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/achocolatado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/achocolatado.mp4,UFV
acontecer,acontecer,acontecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01559-Acontecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01559-Acontecer.mp4,UFV
historia,historia,historio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1229-historia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1229-historia.mp4,UFV
gelo,gelo,gelo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1300-gelo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1300-gelo.mp4,UFV
